Name,Contact_Number,Gender,Age ,10th_percentage,Tenthth_Board,12th_percentage,12th_board,12th_field,Degree_Field,Degree_Percentage,History_Of_Backlogs,English_Test_Percentage,Department_Applied_To,MBA_Grade,Work_Experience,Salary_expectations_per_month
HEARD,7200693014,M,23,88,Others,85,Others,Science,BTECH,60,1,74,Technical,,1,3
BEATTY,9366005151,M,24,62,Others,48,Others,Science,BTECH,80,0,74,Technical,,2,2
MOBLEY,7608242946,F,23,59,Others,57,Others,Science,BTECH,60,0,64,Technical,,1,1
KIMBALL,8472097696,M,24,68,Others,0,Others,Science,BTECH,80,0,65,Technical,,2,3
BUTTS,6904466750,F,23,77,Central,7,Central,Science,BTECH,80,0,46,Technical,,1,1
MONTES,7319645465,M,22,72,Central,17,Central,Science,BTECH,60,0,48,Technical,,0,2
HERBERT,8023560202,M,22,90,Others,4,Others,Science,BTECH,70,0,67,Technical,,0,1
GRADY,8884153349,M,23,95,Others,83,Others,Science,BTECH,80,0,62,Technical,,1,3
ELDRIDGE,9466947061,M,24,57,Others,92,Others,Science,BTECH,70,0,61,Technical,,2,4
BRAUN,7111821187,M,26,78,Central,56,Others,Arts,MCOM,70,0,70,Customer Service,,1,3
HAMM,8852656400,M,26,83,Central,23,Central,Arts,MCOM,70,1,98,Customer Service,,1,2
GIBBONS,8021905812,M,26,95,Central,29,Others,Arts,MCOM,70,0,70,Customer Service,,1,2
SEYMOUR,8734822234,M,22,43,Others,81,Central,Arts,BCOM,70,0,67,Customer Service,,1,3
MOYER,7099259423,F,22,64,Others,95,Others,Arts,BCOM,70,0,57,Customer Service,,1,2
MANLEY,7841716645,M,21,60,Others,57,Others,Arts,BCOM,70,0,85,Customer Service,,0,3
HERRON,6869610025,M,21,54,Central,16,Central,Arts,BCOM,80,0,77,Customer Service,,0,4
PLUMMER,7468729906,M,24,52,Others,27,Others,Science,BTECH,70,0,72,Technical,,2,4
CRAMER,7959666742,M,22,72,Central,32,Central,Science,BTECH,60,0,81,Technical,,0,1
GARY,7824834937,M,22,53,Others,37,Others,Science,BTECH,80,1,61,Technical,,0,3
RUCKER,8755632937,M,23,75,Central,6,Others,Science,BTECH,80,1,58,Technical,,1,1
HILTON,8134442491,M,23,89,Others,83,Others,Science,BTECH,60,0,54,Technical,,1,2
BLUE,7830646740,M,24,32,Others,81,Others,Science,BTECH,70,0,82,Technical,,2,2
PIERSON,6700073820,M,23,42,Central,50,Central,Science,BTECH,80,0,49,Technical,,1,3
FONTENOT,8840703446,M,22,58,Central,89,Central,Science,BTECH,70,0,49,Technical,,0,4
FIELD,8886873186,M,22,69,Others,45,Others,Science,BTECH,70,1,57,Technical,,0,4
RUBIO,6992318952,F,22,75,Others,83,Others,Science,BTECH,80,0,94,Technical,,0,1
GRACE,8197277247,M,22,54,Central,29,Central,Science,BTECH,70,0,75,Technical,,0,1
GOLDSTEIN,8480520948,M,22,73,Central,38,Central,Science,BTECH,80,0,74,Technical,,0,5
ELKINS,7701392394,M,23,71,Central,30,Central,Science,BTECH,80,0,58,Technical,,1,5
WILLS,7349970728,M,22,74,Central,69,Central,Science,BTECH,70,0,62,Technical,,0,1
NOVAK,7354926153,M,23,54,Central,24,Others,Science,BTECH,60,0,72,Technical,,1,2
JOHN,8568855104,M,23,69,Central,41,Central,Science,BTECH,80,0,84,Technical,,1,5
HICKEY,8667923855,M,22,70,Central,72,Others,Science,BTECH,70,0,92,Technical,,0,5
WORLEY,7575007467,M,23,70,Central,80,Central,Science,BTECH,70,0,45,Technical,,1,2
GORMAN,6769980262,M,23,74,Central,19,Others,Science,BTECH,70,0,75,Technical,,1,5
KATZ,7292786299,M,23,65,Others,7,Others,Science,BTECH,80, ,56,Technical,,1,5
DICKINSON,6507514519,M,23,72,Central,82,Central,Science,BTECH,80,0,48,Technical,,1,2
BROUSSARD,8569809262,M,22,42,Others,18,Others,Science,BTECH,60,0,100,Technical,,0,1
FRITZ,8731588241,M,22,87,Central,54,Central,Science,BTECH,70,1,65,Technical,,0,1
WOODRUFF,9169612070,M,23,81,Central,84,Others,Arts,BCOM,80,0,72,Customer Service,,2,5
CROW,8401788024,M,21,81,Central,81,Others,Arts,BCOM,80,0,62,Customer Service,,0,4
CHRISTOPHER,9480521409,M,21,64,Others,13,Others,Arts,BCOM,70,0,66,Customer Service,,0,1
BRITTON,6590849970,F,22,90,Others,91,Others,Arts,BCOM,60,0,63,Customer Service,,1,2
FORREST,6896744058,M,22,56,Central,20,Central,Science,BTECH,80,0,68,Technical,,0,3
NANCE,6808567057,M,22,61,Central,29,Others,Science,BTECH,70,1,75,Technical,,0,5
LEHMAN,7349935132,M,23,73,Central,40,Central,Science,BTECH,60,0,89,Technical,,1,5
BINGHAM,8690583708,M,22,58,Others,20,Others,Science,BTECH,80,0,78,Technical,,0,4
ZUNIGA,9431703578,M,22,65,Others,34,Others,Science,BTECH,80,0,53,Technical,,0,2
WHALEY,7456772082,M,23,56,Others,98,Others,Science,BTECH,70,0,49,Technical,,1,4
SHAFER,8494841086,M,23,54,Central,89,Others,Science,BTECH,60,0,54,Technical,,1,1
COFFMAN,6478971053,M,22,65,Others,73,Others,Science,BTECH,60,0,64,Technical,,0,5
STEWARD,7721612287,F,22,71,Central,84,Central,Science,BTECH,80,1,60,Technical,,0,4
DELAROSA,8980921930,F,22,74,Others,80,Others,Science,BTECH,70,0,62,Technical,,0,4
NEELY,6820059519,M,23,55,Central,36,Central,Science,BTECH,80,0,91,Technical,,1,3
NUMBERS,8728582685,M,22,69,Others,98,Others,Science,BTECH,60,1,8,Technical,,0,3
MATA,7077230503,M,22,44,Central,41,Others,Science,BTECH,70,0,81,Technical,,0,1
MANUEL,9216129911,M,23,78,Central,70,Central,Science,BTECH,70,0,79,Technical,,1,3
DAVILA,8234066328,M,22,84,Others,89,Others,Science,BTECH,80,0,78,Technical,,0,5
MCCABE,7343075222,M,21,41,Central,70,Central,Arts,BCOM,60,1,74,Customer Service,,0,3
KESSLER,9358431571,M,22,85,Central,73,Central,Arts,BCOM,80,0,57,Customer Service,,1,5
EMERY,7145073770,M,22,55,Others,42,Others,Arts,BCOM,70,0,40,Customer Service,,1,2
BOWLING,6793287788,F,22,59,Others,19,Others,Arts,BCOM,80,0,81,Customer Service,,1,2
HINKLE,9118228521,F,23,17,Central,45,Central,Arts,BCOM,70,0,44,Customer Service,,2,2
WELSH,6555074978,M,21,74,Central,83,Others,Arts,BCOM,60,0,67,Customer Service,,0,3
PAGAN,6359646439,M,21,39,Central,62,Others,Arts,BCOM,60,0,86,Customer Service,,0,3
GOLDBERG,7976995983,M,23,61,Others,38,Others,Arts,BCOM,70,0,65,Customer Service,,2,3
GOINS,7069710694,M,21,80,Others,30,Others,Arts,BCOM,70,0,55,Customer Service,,0,5
CROUCH,7972259709,M,22,58,Central,17,Others,Arts,BCOM,70,0,62,Customer Service,,1,1
CUEVAS,7338662300,M,23,64,Central,63,Others,Science,BTECH,60,0,63,Technical,,1,1
QUINONES,7181172198,M,23,37,Central,38,Others,Science,BTECH,60,0,88,Technical,,1,4
MCDERMOTT,9315834714,F,23,72,Central,0,Central,Science,BTECH,70,0,62,Technical,,1,4
HENDRICKSON,9497577533,M,24,58,Others,86,Central,Science,BTECH,80,1,59,Technical,,2,1
SAMUELS,9228822955,M,22,64,Others,14,Others,Science,BTECH,60,0,68,Technical,,0,3
DENTON,6642746226,M,22,63,Central,60,Central,Science,BTECH,60,0,77,Technical,,0,3
BERGERON,6925842301,M,23,55,Central,55,Others,Arts,BCOM,80,1,72,Customer Service,,2,1
LAM,6473605734,M,22,51,Central,37,Central,Arts,BCOM,80,0,90,Customer Service,,1,4
IVEY,6428436996,F,26,57,Central,97,Others,Arts,MCOM,80,0,95,Customer Service,,1,2
LOCKE,8382394772,M,26,49,Others,56,Others,Arts,MCOM,70,0,57,Customer Service,,1,3
HAINES,9425651470,M,22,41,Others,4,Others,Science,BTECH,60,1,78,Teaching,54,2,5
THURMAN,8570650800,M,21,26,Others,6,Others,Science,BTECH,70,0,83,Teaching,59,1,3
SNELL,6758150167,M,27,78,Central,97,Others,Science,MED,70,0,95,Teaching,,2,1
HOSKINS,6976117617,M,22,74,Central,84,Central,Science,BED,70,0,43,Teaching,,2,1
BYRNE,7576372933,M,21,68,Central,18,Central,Science,BED,60,0,64,Teaching,59,1,3
MILTON,9074487078,M,21,49,Central,40,Central,Science,BED,80,0,60,Teaching,62,1,2
WINSTON,9470113291,M,21,45,Central,69,Central,Science,BED,80,0,54,Teaching,48,1,5
ARTHUR,7846318000,M,22,47,Central,86,Central,Science,BED,60,1,52,Teaching,86,2,4
ARIAS,6574371551,M,21,64,Others,11,Central,Science,BED,60,0,81,Teaching,28,1,2
STANFORD,8878084022,M,22,39,Others,71,Others,Science,BED,70,1,72,Teaching,84,2,2
ROE,6805165648,M,21,80,Central,26,Others,Science,BED,80,0,53,Teaching,,1,2
CORBIN,7514134726,M,22,83,Others,33,Others,Arts,BED,70,0,75,Customer Service,,2,3
BELTRAN,7425771848,M,22,71,Central,37,Central,Science,BED,80,0,89,Customer Service,,2,5
CHAPPELL,7355164126,M,22,70,Central,76,Central,Science,BED,80,0,32,Customer Service,,2,1
HURT,6366525874,M,22,86,Others,88,Others,Science,BED,60,0,42,Customer Service,,2,3
DOWNEY,6462295327,M,23,72,Central,67,Others,Science,BCOM,60,0,58,Customer Service,,2,1
DOOLEY,7711736386,F,23,34,Central,92,Central,Science,BCOM,70,0,69,Customer Service,,2,1
TUTTLE,9008801029,M,22,79,Others,22,Others,Science,BCOM,70,0,75,Customer Service,,1,3
COUCH,8465905659,M,23,45,Central,26,Others,Science,BCOM,70,0,54,Customer Service,,2,1
PAYTON,6998866467,M,23,86,Others,23,Others,Science,BCOM,80,0,73,Customer Service,,2,3
MCELROY,6543055029,M,22,81,Central,61,Central,Science,BCOM,60,0,71,Customer Service,,1,5
CROCKETT,7001210413,F,23,66,Central,30,Others,Science,BCOM,60,0,74,Customer Service,,2,5
GROVES,7053792579,F,22,72,Others,1,Others,Science,BCOM,70,1,54,Customer Service,,1,3
CLEMENT,7968854219,F,22,67,Others,36,Others,Science,BCOM,70,0,69,Customer Service,,1,4
LESLIE,7216832411,M,23,67,Central,8,Central,Science,BCOM,60,0,70,Customer Service,,2,2
CARTWRIGHT,8205265742,M,23,67,Others,74,Others,Science,BCOM,60,0,70,Customer Service,,2,1
DICKEY,7550651571,M,23,74,Others,68,Others,Science,BCOM,70, ,74,Customer Service,,2,1
MCGILL,9263369868,M,23,91,Others,71,Others,Science,BCOM,70,0,65,Customer Service,,2,3
DUBOIS,7753443934,M,22,44,Others,6,Others,Commerce,BCOM,60,0,72,Customer Service,,1,2
MUNIZ,8493223418,F,22,86,Others,12,Others,Commerce,BCOM,60,0,42,Customer Service,,1,4
ERWIN,8683583344,M,23,67,Others,68,Others,Commerce,BCOM,60,1,87,Customer Service,,2,4
SELF,8350137831,M,22,100,Others,28,Others,Commerce,BCOM,70,1,81,Customer Service,,1,2
TOLBERT,7334602778,M,22,63,Central,94,Others,Commerce,BCOM,80,0,81,Customer Service,,1,2
DEMPSEY,7253345924,M,24,76,Central,53,Others,Science,BTECH,70,1,64,Technical,,2,4
CISNEROS,8967686689,F,22,64,Others,75,Others,Science,BTECH,60,0,90,Technical,53,1,5
SEWELL,7554973562,F,22,89,Central,73,Central,Science,BTECH,80,0,56,Technical,47,1,4
LATHAM,6381835853,M,22,55,Central,11,Others,Science,BTECH,60,0,61,Technical,94,1,4
GARLAND,9353716558,M,21,53,Central,75,Others,Science,BTECH,80,1,73,Technical,69,1,3
VIGIL,7738103255,M,21,58,Others,7,Others,Science,BTECH,80,0,58,Technical,80,2,4
TAPIA,9408879777,M,22,100,Central,25,Central,Science,BTECH,80,1,65,Technical,97,2,4
STERLING,6405809593,M,22,77,Others,61,Others,Science,BTECH,70,0,56,Technical,58,1,1
RAINEY,6689656398,M,22,85,Central,79,Central,Science,BTECH,70,1,54,Technical,22,2,4
NORWOOD,8406261770,M,21,82,Central,44,Central,Science,BTECH,80,0,65,Technical,31,2,5
LACY,8354510400,M,23,63,Central,9,Central,Science,BTECH,70,0,71,Technical,,1,4
STROUD,6608039505,M,24,69,Others,8,Others,Science,BTECH,70,0,74,Technical,,2,1
MEADE,7707406169,M,23,92,Central,54,Others,Science,BTECH,60,0,84,Technical,,1,3
AMOS,7901510294,M,24,89,Others,50,Central,Science,BTECH,80,0,55,Technical,,2,1
TIPTON,9095959160,M,24,93,Others,98,Central,Science,BTECH,70,0,69,Technical,,2,3
LORD,8176308001,F,23,57,Central,89,Central,Science,BTECH,60,0,44,Technical,,1,3
KUHN,7589855071,M,23,80,Central,44,Central,Science,BTECH,60,0,78,Technical,,1,5
HILLIARD,8183552077,M,24,95,Others,89,Others,Science,BTECH,70,0,84,Technical,,2,4
BONILLA,6665537430,F,23,68,Central,29,Central,Science,BTECH,70,0,41,Technical,,1,3
TEAGUE,9343826955,M,23,77,Others,13,Others,Science,BTECH,70,0,85,Technical,,1,4
COURTNEY,6610543076,M,24,82,Others,72,Others,Science,BTECH,60,0,55,Technical,,2,1
GUNN,9400669657,F,24,49,Central,62,Central,Science,BTECH,80,0,59,Technical,,2,4
HO,7661611507,M,24,84,Others,56,Others,Science,BTECH,80,0,17,Technical,,2,3
GREENWOOD,8617754795,F,24,37,Others,48,Others,Science,BTECH,60,0,74,Technical,,2,5
CORREA,6596004894,M,23,74,Central,6,Others,Science,BTECH,70,0,39,Technical,,1,1
REECE,6732355054,F,23,81,Central,35,Central,Science,BTECH,80,0,61,Technical,,1,2
WESTON,8511709128,M,23,79,Others,85,Others,Science,BTECH,70,0,80,Technical,,1,1
POE,8839276428,M,24,55,Others,49,Others,Science,BTECH,80,0,58,Technical,,2,1
,,,,,,,,,,,,,,,,
PINEDA,7061821481,F,24,55,Central,29,Central,Science,BTECH,70,0,37,Technical,,2,5
PHIPPS,8997791059,M,24,66,Central,30,Others,Science,BTECH,70,0,72,Technical,,2,1
FREY,7979401551,M,23,61,Central,89,Others,Science,BTECH,70,0,58,Technical,,1,4
KAISER,6876741775,F,24,72,Central,85,Central,Science,BTECH,60,0,64,Technical,,2,1
AMES,8046805560,M,24,62,Others,17,Others,Science,BTECH,60,0,63,Technical,,2,1
PAIGE,8028565490,M,23,55,Others,81,Others,Science,BTECH,60,0,55,Technical,,1,4
GUNTER,9372607910,M,23,43,Others,41,Others,Science,BTECH,80,1,51,Technical,,1,4
SCHMITT,8261723817,M,24,73,Others,92,Others,Science,BTECH,60,0,57,Technical,,2,4
MILLIGAN,7362417058,M,23,39,Central,35,Others,Science,BTECH,70,0,49,Technical,,1,4
ESPINOSA,8971438998,M,24,84,Others,97,Others,Science,BTECH,70,0,41,Technical,,2,5
CARLTON,7510699184,F,24,68,Central,18,Others,Science,BTECH,70,0,26,Technical,,2,2
BOWDEN,6657811761,M,24,75,Central,19,Central,Science,BTECH,80,0,78,Technical,,2,5
VICKERS,8632942659,M,23,100,Central,17,Central,Science,BTECH,70,0,74,Technical,,1,5
LOWRY,8998341517,M,24,67,Central,0,Central,Science,BTECH,70,0,68,Technical,,2,3
PRITCHARD,8866759829,F,23,67,Others,32,Others,Commerce,BCOM,80,1,49,Customer Service,,2,1
COSTELLO,7515076380,M,23,70,Others,97,Others,Science,BTECH,60,0,45,Technical,,1,3
PIPER,8025805026,M,23,49,Central,39,Central,Science,BTECH,70,0,47,Technical,,1,5
MCCLELLAN,7941273645,M,22,67,Central,35,Central,Commerce,BCOM,60,0,64,Customer Service,,1,4
LOVELL,8214978235,M,26,89,Central,71,Central,Commerce,MCOM,60,0,39,Customer Service,,1,5
DREW,6763549232,M,26,74,Central,89,Central,Commerce,MCOM,60,0,80,Customer Service,,1,5
SHEEHAN,7287771129,M,26,60,Central,60,Central,Commerce,MCOM,60,0,83,Customer Service,,1,2
QUICK,9181066013,M,27,86,Central,47,Others,Commerce,MCOM,80,1,71,Customer Service,,2,2
HATCH,7688372271,M,26,62,Central,54,Central,Commerce,MCOM,70,0,70,Customer Service,,1,5
,,,,,,,,,,,,,,,,
SINGH,8365670226,M,26,88,Central,38,Central,Commerce,MCOM,70,0,72,Customer Service,,1,5
JEFFRIES,6946344951,F,27,53,Central,75,Central,Commerce,MCOM,80,0,34,Customer Service,,2,1
HOLLINGSWORTH,8565581701,M,27,53,Central,90,Central,Commerce,MCOM,70,0,79,Customer Service,,2,5
SORENSEN,9029068476,M,27,92,Central,50,Central,Commerce,MCOM,70,0,45,Customer Service,,2,1
MEZA,7339519367,M,26,100,Others,29,Others,Commerce,MCOM,80,1,86,Customer Service,,1,1
FINK,7950616598,M,26,51,Others,47,Others,Commerce,MCOM,60,1,81,Customer Service,,1,5
DONNELLY,8116604565,M,26,76,Others,99,Others,Commerce,MCOM,70,0,66,Customer Service,,1,4
BURRELL,7688971671,M,26,83,Others,55,Others,Commerce,-,80,0,72,Customer Service,,1,2
BRUNO,6945731105,F,26,75,Others,76,Others,Commerce,-,80,1,67,Customer Service,,1,4
TOMLINSON,7813044924,F,26,73,Others,44,Others,Commerce,-,70,0,67,Customer Service,,1,3
COLBERT,9493308312,F,26,88,Others,85,Central,Commerce,-,90,0,67,Customer Service,,1,3
BILLINGS,7669167153,M,27,86,Others,12,Others,Commerce,-,80,0,74,Customer Service,,2,2
RITCHIE,7143628936,M,27,67,Others,51,Others,Commerce,-,70,1,91,Customer Service,,2,4
HELTON,9579526350,M,27,51,Others,42,Others,Commerce,-,70,0,44,Customer Service,,2,4
SUTHERLAND,7159443376,M,27,91,Central,49,Central,Commerce,-,90,0,86,Customer Service,,2,1
PEOPLES,9074153091,M,27,54,Central,83,Central,Commerce,-,70,1,67,Customer Service,,2,5
MCQUEEN,9191499032,M,26,77,Central,33,Central,Commerce,-,90,1,100,Customer Service,,1,1
GASTON,6367554456,M,26,70,Central,47,Central,Commerce,-,70,0,63,Customer Service,,1,4
THOMASON,7674276126,F,27,100,Others,47,Others,Commerce,-,70,0,76,Customer Service,,2,1
MCKINLEY,7309894765,M,23,68,Others,99,Others,Science,BTECH,90,0,64,Technical,,1,3
GIVENS,7215501967,M,23,64,Central,94,Central,Science,BTECH,80,0,89,Technical,,1,1
CROCKER,8713879236,M,23,50,Central,75,Central,Science,BTECH,90,0,55,Technical,,1,2
VOGEL,8538067826,M,24,69,Central,17,Central,Science,BTECH,90,0,53,Technical,,2,3
ROBISON,6763858824,F,24,52,Others,53,Others,Science,BTECH,90,1,58,Technical,,2,5
DUNHAM,7050792691,M,23,67,Others,59,Others,Science,BTECH,80,1,100,Technical,,1,2
COKER,7075222395,M,23,76,Central,30,Others,Science,BTECH,90,0,77,Technical,,1,2
SWARTZ,7677593573,M,23,66,Others,58,Others,Science,BTECH,80,0,85,Technical,,1,2
KEYS,7612632354,M,24,52,Others,74,Central,Science,BTECH,80,0,82,Technical,,2,4
LILLY,7835590402,M,24,88,Others,79,Others,Science,BTECH,80,0,63,Technical,,2,2
LADNER,7612326758,M,24,65,Others,56,Others,Science,BTECH,90,0,69,Technical,,2,2
HANNAH,9106238689,M,24,83,Central,96,Central,Science,BTECH,70,0,92,Technical,,2,2
WILLARD,7552843599,M,23,64,Others,45,Others,Science,BTECH,90,0,89,Technical,,1,5
RICHTER,7468032188,F,24,62,Central,93,Central,Science,BTECH,80,0,93,Technical,,2,1
HARGROVE,9496383824,M,24,84,Others,52,Others,Science,BTECH,90,0,57,Technical,,2,5
EDMONDS,9150591976,M,23,55,Others,31,Others,Science,BTECH,90,0,80,Technical,,1,4
BRANTLEY,8029860628,F,24,69,Central,24,Central,Science,BTECH,90,0,95,Technical,,2,3
ALBRIGHT,8403963492,F,23,56,Central,95,Central,Science,BTECH,80,0,68,Technical,,1,5
MURDOCK,7064206563,M,23,53,Others,44,Others,Science,BTECH,80,0,77,Technical,,1,2
BOSWELL,9531504577,M,24,79,Others,84,Others,Science,BTECH,90,0,82,Technical,,2,2
MULLER,8983846088,M,23,84,Central,46,Others,Science,BTECH,80,1,49,Technical,,1,2
QUINTERO,6411267073,F,23,81,Central,22,Others,Science,BTECH,80,0,84,Technical,,1,2
PADGETT,8918492047,F,23,77,Others,63,Others,Science,BTECH,70,0,37,Technical,,1,2
KENNEY,9052751828,F,23,69,Central,66,Central,Science,BTECH,90,1,74,Technical,,1,2
DALY,9297012224,M,23,41,Central,83,Others,Science,BTECH,90,1,81,Technical,,1,1
CONNOLLY,7503281686,F,24,71,Central,7,Others,Science,BTECH,80,0,79,Technical,,2,3
PIERRE,8155633776,M,24,62,Central,15,Central,Science,BTECH,90,0,55,Technical,,2,4
INMAN,6516129090,M,23,80,Central,96,Central,Science,BTECH,70,0,54,Technical,,1,5
QUINTANA,6767030933,M,24,81,Others,40,Others,Science,BTECH,70,0,55,Technical,,2,5
LUND,9273690583,M,24,61,Others,17,Others,Science,BTECH,80,1,66,Technical,,2,2
BARNARD,7060837629,M,24,79,Others,54,Others,Science,BTECH,70,0,61,Technical,,2,2
VILLEGAS,9234835133,M,23,28,Others,39,Others,Science,BTECH,90,0,72,Technical,,1,1
SIMONS,6734271763,M,23,62,Others,65,Others,Science,BTECH,80,1,62,Technical,,1,5
LAND,8619131459,M,23,51,Others,67,Others,Science,BTECH,70,0,55,Technical,,1,2
HUGGINS,6475095187,F,24,91,Central,29,Central,Science,BTECH,80,0,43,Technical,,2,4
TIDWELL,6645008006,M,24,83,Central,9,Central,Science,BTECH,70,0,73,Technical,,2,2
SANDERSON,7846763186,M,24,86,Others,62,Others,Science,BTECH,80,0,39,Technical,,2,4
BULLARD,6503380804,M,26,42,Others,23,Others,Commerce,-,70,0,84,Customer Service,,1,5
MCCLENDON,6521736330,M,26,77,Others,36,Others,Commerce,-,70,0,68,Customer Service,,1,5
DUARTE,9418329095,M,27,56,Central,5,Others,Commerce,-,80,0,75,Customer Service,,2,5
DRAPER,7380084705,M,26,68,Central,8,Central,Commerce,-,80,0,100,Customer Service,,1,4
MEREDITH,6554965687,F,26,85,Central,22,Others,Commerce,-,80,0,67,Customer Service,,1,1
MARRERO,8250001098,M,26,65,Others,37,Central,Commerce,-,70,1,67,Customer Service,,1,3
DWYER,7808933993,M,22,80,Others,51,Others,Commerce,BCOM,90,0,70,Customer Service,,1,5
ABRAMS,7953454766,M,21,66,Others,10,Others,Commerce,BCOM,90,0,49,Customer Service,,0,4
STOVER,9335604875,F,21,56,Central,65,Central,Commerce,BCOM,90,0,67,Customer Service,,0,1
GOODE,7362166039,M,21,72,Others,74,Others,Commerce,BCOM,80,1,89,Customer Service,,0,2
FRASER,8382601321,F,22,50,Others,36,Others,Commerce,BCOM,90,0,74,Customer Service,,1,2
CREWS,6907370960,M,22,72,Central,39,Central,Commerce,BCOM,70,0,60,Customer Service,,1,3
BERNAL,8978369551,M,22,95,Others,39,Others,Commerce,BCOM,80,1,86,Customer Service,,1,4
SMILEY,9331680161,M,21,64,Central,82,Others,Commerce,BCOM,90,0,62,Customer Service,,0,2
GODWIN,7052521242,M,21,43,Others,28,Others,Commerce,BCOM,70,0,78,Customer Service,,0,4
FISH,7314405778,M,21,86,Others,5,Others,Commerce,BCOM,80,0,88,Customer Service,,0,5
CONKLIN,7500233404,M,21,87,Central,62,Central,Commerce,BCOM,80,0,53,Customer Service,,0,2
MCNEAL,9075926049,M,21,82,Central,2,Central,Commerce,BCOM,80,1,53,Customer Service,,0,4
BACA,8182400224,F,21,75,Others,52,Others,Commerce,BCOM,90,0,92,Customer Service,,0,4
ESPARZA,6631117427,F,22,66,Others,73,Others,Commerce,BCOM,80,0,100,Customer Service,,1,2
CROWDER,7349935656,M,21,60,Central,24,Central,Commerce,BCOM,70,1,51,Customer Service,,0,2
BOWER,7825558567,M,21,52,Central,94,Central,Commerce,BCOM,70,0,76,Customer Service,,0,4
NICHOLAS,7176914364,M,21,80,Central,50,Central,Commerce,BCOM,90,0,83,Customer Service,,0,5
CHUNG,9467919014,M,22,68,Central,1,Central,Commerce,BCOM,70,1,75,Customer Service,,1,2
BREWSTER,9581622694,M,23,83,Central,61,Others,Commerce,BCOM,90,1,73,Customer Service,,2,2
MCNEILL,8912982721,M,21,52,Central,48,Central,Commerce,BCOM,80,0,88,Customer Service,,0,3
DICK,8002363035,M,22,51,Central,69,Others,Commerce,BCOM,80,0,86,Customer Service,,1,2
RODRIGUES,8578772763,M,22,74,Central,84,Central,Commerce,BCOM,90,0,67,Customer Service,,1,1
LEAL,7265529445,F,21,76,Central,42,Others,Commerce,BCOM,90,0,51,Customer Service,,0,4
COATES,9542571423,M,22,76,Others,93,Others,Commerce,BCOM,90,0,91,Customer Service,,1,2
RAINES,9256563916,F,23,70,Central,32,Central,Commerce,BCOM,80,1,54,Customer Service,,2,3
MCCAIN,6858887493,M,22,64,Others,6,Others,Commerce,BCOM,90,0,77,Customer Service,,1,3
MCCORD,7290306245,M,21,60,Central,92,Central,Commerce,BCOM,90,0,70,Customer Service,,0,3
MINER,9461419694,M,21,49,Central,49,Others,Commerce,BCOM,80,0,100,Customer Service,,0,1
HOLBROOK,7622617926,M,26,83,Central,74,Others,Commerce,MCOM,90,1,68,Customer Service,,1,2
SWIFT,8021861836,M,24,70,Others,75,Others,Commerce,MCOM,80,0,64,Customer Service,,0,2
DUKES,6457677459,M,26,80,Others,64,Others,Commerce,MCOM,80,1,50,Customer Service,,1,5
CARLISLE,8333802089,M,24,52,Central,80,Central,Commerce,MCOM,80,0,69,Customer Service,,0,1
ALDRIDGE,8060049532,M,24,73,Central,50,Others,Commerce,MCOM,90,1,52,Customer Service,,0,2
ACKERMAN,6640669964,M,26,73,Central,38,Central,Commerce,MCOM,90,0,67,Customer Service,,1,3
STARKS,6507216736,M,24,77,Others,66,Others,Commerce,MCOM,90,1,76,Customer Service,,0,3
RICKS,8450247836,F,26,75,Others,88,Others,Commerce,MCOM,80,0,66,Customer Service,,1,3
HOLLIDAY,7541582127,M,26,81,Others,83,Others,Commerce,MCOM,70,0,52,Customer Service,,1,5
FERRIS,9273230847,M,26,79,Central,60,Others,Commerce,MCOM,90,0,88,Customer Service,,1,2
HAIRSTON,8438599934,M,24,79,Others,11,Others,Commerce,MCOM,90, ,65,Customer Service,,0,5
SHEFFIELD,6621419991,M,26,50,Central,80,Central,Commerce,MCOM,70,1,83,Customer Service,,1,4
LANGE,8964298076,F,26,93,Others,24,Others,Commerce,MCOM,80,1,64,Customer Service,,1,1
FOUNTAIN,8664580240,M,26,73,Central,78,Central,Commerce,MCOM,80,0,62,Customer Service,,1,5
MARINO,7800305912,M,26,42,Central,56,Central,Commerce,MCOM,80,0,84,Customer Service,,1,5
DOSS,8104044465,F,26,75,Others,64,Others,Commerce,MCOM,70,0,55,Customer Service,,1,4
BETTS,8681412059,M,26,72,Central,14,Others,Commerce,MCOM,70,1,69,Customer Service,,1,3
KAPLAN,9593747627,M,26,92,Central,99,Central,Commerce,MCOM,90,0,56,Customer Service,,1,4
CARMICHAEL,7032067619,M,27,76,Others,8,Others,Commerce,MCOM,90,0,53,Customer Service,,2,3
BLOOM,9232534579,F,24,63,Central,62,Central,Commerce,MCOM,90,1,79,Customer Service,,0,2
RUFFIN,8968771305,M,24,49,Central,61,Central,Commerce,MCOM,70,0,84,Customer Service,,0,2
PENN,9509785262,M,24,53,Others,51,Others,Commerce,MCOM,80,1,81,Customer Service,,0,2
KERN,9559739302,M,27,70,Others,13,Others,Commerce,MCOM,80,1,77,Customer Service,,2,4
BOWLES,7146532397,M,24,85,Central,51,Central,Commerce,MCOM,80,1,69,Customer Service,,0,2
SIZEMORE,8887590199,M,26,78,Central,41,Others,Commerce,MCOM,90,0,41,Customer Service,,1,2
LARKIN,6454320944,F,26,92,Central,6,Others,Commerce,MCOM,90,0,71,Customer Service,,1,4
